Player;Tm;Opp;Res;MP;FG;FGA;FG%;3P;3PA;3P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc;Data
Bogdan  Bogdanovic;ATL;IND;L;27.45;6;15;0.4;3;8;0.375;3;3;1.0;1;3;4;1;2;0;0;2;18;13.4;14/04/2024
Evan Mobley;CLE;CHO;L;25.4;5;13;0.385;0;1;0.0;4;4;1.0;3;3;6;5;0;0;0;0;14;13.4;14/04/2024
Tyler Herro;MIA;TOR;W;29.45;5;11;0.455;2;5;0.4;5;5;1.0;0;6;6;8;1;0;6;1;17;13.3;14/04/2024
Keon Ellis;SAC;POR;W;24.18;4;9;0.444;3;6;0.5;2;2;1.0;1;2;3;2;3;2;1;3;13;13.2;14/04/2024
Noah Clowney;BRK;PHI;L;41.13;5;10;0.5;2;4;0.5;4;5;0.8;1;3;4;2;1;1;1;3;16;13.1;14/04/2024
Isaac Okoro;CLE;CHO;L;29.05;3;6;0.5;3;4;0.75;2;2;1.0;0;3;3;6;0;0;0;0;11;13.1;14/04/2024
Amari Bailey;CHO;CLE;W;21.63;4;10;0.4;1;2;0.5;2;2;1.0;4;1;5;5;2;0;1;1;11;12.8;14/04/2024
Ousmane Dieng;OKC;DAL;W;18.13;6;12;0.5;1;3;0.333;0;0;0.0;0;1;1;4;3;2;1;2;13;12.7;14/04/2024
Doug McDermott;IND;ATL;W;18.45;6;9;0.667;3;5;0.6;0;0;0.0;1;0;1;1;0;0;0;0;15;12.5;14/04/2024
Cam Thomas;BRK;PHI;L;26.58;5;12;0.417;3;7;0.429;5;6;0.833;0;3;3;2;0;0;1;0;18;12.5;14/04/2024
Gary Trent;TOR;MIA;L;23.25;6;14;0.429;3;8;0.375;3;3;1.0;1;3;4;1;0;0;0;1;18;12.5;14/04/2024
Georges Niang;CLE;CHO;L;22.57;6;9;0.667;4;7;0.571;0;0;0.0;0;1;1;1;0;0;0;2;16;12.3;14/04/2024
Sandro Mamukelashvili;SAS;DET;W;25.98;7;13;0.538;3;6;0.5;1;2;0.5;2;6;8;1;0;0;3;0;18;12.2;14/04/2024
Amir Coffey;LAC;HOU;L;36.03;7;17;0.412;0;7;0.0;4;4;1.0;0;3;3;2;1;1;1;0;18;11.9;14/04/2024
Rui Hachimura;LAL;NOP;W;34.27;5;10;0.5;1;4;0.25;0;0;0.0;1;6;7;4;2;0;1;1;11;11.9;14/04/2024
Boban Marjanovic;HOU;LAC;W;12.0;6;8;0.75;0;0;0.0;1;3;0.333;0;8;8;1;1;1;2;0;13;11.8;14/04/2024
Jordan Nwora;TOR;MIA;L;20.5;6;10;0.6;2;4;0.5;0;0;0.0;2;9;11;1;0;0;2;1;14;11.8;14/04/2024
Cason Wallace;OKC;DAL;W;15.43;5;6;0.833;2;2;1.0;0;0;0.0;1;1;2;1;0;1;0;1;12;11.8;14/04/2024
Jules Bernard;WAS;BOS;L;24.3;5;10;0.5;2;4;0.5;1;1;1.0;2;4;6;3;1;0;2;0;13;11.7;14/04/2024
Scotty Pippen ;MEM;DEN;L;25.12;7;11;0.636;0;3;0.0;1;1;1.0;2;1;3;7;0;0;3;5;15;11.7;14/04/2024
Duop Reath;POR;SAC;L;24.15;5;12;0.417;2;5;0.4;2;2;1.0;1;5;6;0;3;1;1;2;14;11.7;14/04/2024
Kobe Brown;LAC;HOU;L;38.43;4;10;0.4;1;3;0.333;0;0;0.0;3;3;6;4;2;2;0;3;9;11.6;14/04/2024
Chet Holmgren;OKC;DAL;W;11.53;6;8;0.75;0;1;0.0;1;1;1.0;2;7;9;0;0;1;2;1;13;11.6;14/04/2024
RaiQuan Gray;SAS;DET;W;22.58;5;9;0.556;0;2;0.0;0;0;0.0;2;3;5;4;0;1;0;0;10;11.5;14/04/2024
Gui Santos;GSW;UTA;W;24.02;5;10;0.5;1;5;0.2;2;2;1.0;2;3;5;2;1;0;0;3;13;11.5;14/04/2024
David Duke;SAS;DET;W;21.73;6;8;0.75;2;3;0.667;1;1;1.0;1;2;3;0;1;0;2;2;15;11.3;14/04/2024
Justin Champagnie;WAS;BOS;L;20.78;4;9;0.444;0;2;0.0;1;1;1.0;1;6;7;3;2;1;0;1;9;11.2;14/04/2024
Tre Jones;SAS;DET;W;24.53;5;12;0.417;1;6;0.167;0;0;0.0;0;6;6;6;1;0;0;1;11;11.2;14/04/2024
Josh Hart;NYK;CHI;W;40.13;6;10;0.6;0;2;0.0;0;0;0.0;3;7;10;4;1;1;3;5;12;11.1;14/04/2024
Lindy Waters;OKC;DAL;W;15.5;4;6;0.667;4;5;0.8;0;0;0.0;0;0;0;2;0;1;0;1;12;11.1;14/04/2024
Andrew Nembhard;IND;ATL;W;22.72;4;5;0.8;2;3;0.667;0;0;0.0;0;2;2;5;1;0;1;3;10;11.0;14/04/2024
Jared Rhoden;DET;SAS;L;31.85;6;12;0.5;4;8;0.5;0;0;0.0;0;4;4;2;0;0;0;4;16;11.0;14/04/2024
Jonathan Isaac;ORL;MIL;W;26.15;4;11;0.364;2;7;0.286;0;0;0.0;2;6;8;2;1;3;0;2;10;10.8;14/04/2024
Jalen Smith;IND;ATL;W;19.28;4;4;1.0;2;2;1.0;0;0;0.0;3;2;5;2;0;1;2;2;10;10.8;14/04/2024
Alex Fudge;DAL;OKC;L;18.92;5;9;0.556;1;3;0.333;0;0;0.0;2;0;2;0;3;0;0;1;11;10.7;14/04/2024
Brandon Williams;DAL;OKC;L;29.78;8;21;0.381;1;6;0.167;5;6;0.833;1;4;5;3;0;0;3;1;22;10.7;14/04/2024
Trey Murphy;NOP;LAL;L;31.53;4;8;0.5;3;6;0.5;0;0;0.0;1;2;3;2;2;1;1;2;11;10.6;14/04/2024
Brandin Podziemski;GSW;UTA;W;21.45;3;7;0.429;1;3;0.333;0;0;0.0;3;6;9;2;2;0;0;0;7;10.6;14/04/2024
Omer Yurtseven;UTA;GSW;L;29.8;5;12;0.417;0;1;0.0;1;2;0.5;6;12;18;2;0;0;2;2;11;10.6;14/04/2024
Zion Williamson;NOP;LAL;L;34.33;4;13;0.308;0;1;0.0;4;5;0.8;3;5;8;8;2;0;4;2;12;10.5;14/04/2024
Corey Kispert;WAS;BOS;L;32.93;3;9;0.333;0;5;0.0;2;2;1.0;0;3;3;8;1;0;0;0;8;10.4;14/04/2024
Luka Garza;MIN;PHO;L;4.57;3;3;1.0;0;0;0.0;3;3;1.0;3;0;3;0;0;0;0;0;9;10.2;14/04/2024
Kentavious Caldwell-Pope;DEN;MEM;W;24.83;5;6;0.833;1;2;0.5;0;1;0.0;0;4;4;3;0;1;2;1;11;10.0;14/04/2024
Sam Hauser;BOS;WAS;W;35.27;6;20;0.3;4;11;0.364;0;0;0.0;1;4;5;2;2;1;0;1;16;10.0;14/04/2024
Kira Lewis;UTA;GSW;L;27.87;6;12;0.5;0;2;0.0;1;1;1.0;1;2;3;3;1;0;1;1;13;10.0;14/04/2024
Trendon Watford;BRK;PHI;L;37.75;5;13;0.385;1;2;0.5;3;4;0.75;0;8;8;5;1;1;3;3;14;9.9;14/04/2024
Xavier Moon;LAC;HOU;L;46.35;6;22;0.273;2;9;0.222;0;0;0.0;2;4;6;6;2;1;0;2;14;9.7;14/04/2024
Dario Saric;GSW;UTA;W;12.65;4;6;0.667;1;2;0.5;3;4;0.75;2;3;5;1;0;1;3;0;12;9.7;14/04/2024
Bojan  Bogdanovic;NYK;CHI;W;17.28;4;9;0.444;3;6;0.5;2;2;1.0;0;2;2;1;0;0;0;0;13;9.6;14/04/2024
Anthony Gill;WAS;BOS;L;17.43;5;12;0.417;1;5;0.2;1;1;1.0;3;2;5;3;0;0;0;2;12;9.6;14/04/2024
Caleb Martin;MIA;TOR;W;23.67;5;12;0.417;2;6;0.333;0;0;0.0;2;3;5;2;1;1;1;1;12;9.6;14/04/2024
Lonnie Walker;BRK;PHI;L;28.98;6;15;0.4;0;6;0.0;0;0;0.0;0;6;6;5;1;2;2;0;12;9.6;14/04/2024
Anthony Edwards;MIN;PHO;L;35.17;3;7;0.429;0;2;0.0;7;8;0.875;1;5;6;4;1;1;5;3;13;9.4;14/04/2024
Michael Porter;DEN;MEM;W;24.27;5;12;0.417;2;8;0.25;0;0;0.0;0;5;5;4;0;2;2;0;12;9.3;14/04/2024
Bruno Fernando;ATL;IND;L;21.2;3;5;0.6;0;0;0.0;6;6;1.0;0;2;2;1;0;0;1;2;12;9.2;14/04/2024
Sidy Cissoko;SAS;DET;W;31.72;3;8;0.375;0;2;0.0;1;2;0.5;1;3;4;5;3;2;1;4;7;9.1;14/04/2024
Khris Middleton;MIL;ORL;L;31.58;6;15;0.4;0;4;0.0;5;6;0.833;1;2;3;5;1;0;4;3;17;9.1;14/04/2024
Julian Champagnie;SAS;DET;W;25.6;4;9;0.444;2;4;0.5;1;2;0.5;0;3;3;6;0;0;2;0;11;9.0;14/04/2024
Jeenathan Williams;HOU;LAC;W;21.48;6;9;0.667;1;1;1.0;0;3;0.0;1;2;3;0;1;1;2;0;13;8.9;14/04/2024
Colby Jones;SAC;POR;W;4.28;3;3;1.0;0;0;0.0;2;2;1.0;0;1;1;1;0;1;0;0;8;8.8;14/04/2024
Taze Moore;POR;SAC;L;30.15;5;14;0.357;1;5;0.2;1;2;0.5;4;4;8;4;1;0;2;2;12;8.8;14/04/2024
Trey Jemison;MEM;DEN;L;38.15;3;6;0.5;0;0;0.0;0;0;0.0;3;8;11;3;2;1;2;4;6;8.7;14/04/2024
Javon Freeman-Liberty;TOR;MIA;L;32.75;3;6;0.5;0;2;0.0;2;2;1.0;1;0;1;7;0;2;3;1;8;8.6;14/04/2024
Brandon Ingram;NOP;LAL;L;23.38;6;9;0.667;1;3;0.333;0;0;0.0;0;5;5;0;0;0;2;0;13;8.6;14/04/2024
Damian Lillard;MIL;ORL;L;30.38;2;14;0.143;0;4;0.0;12;13;0.923;1;3;4;2;1;0;2;0;16;8.6;14/04/2024
Jabari Smith;HOU;LAC;W;32.87;6;19;0.316;2;10;0.2;1;2;0.5;2;6;8;3;0;0;0;1;15;8.6;14/04/2024
Peyton Watson;DEN;MEM;W;20.53;5;7;0.714;1;1;1.0;0;0;0.0;1;1;2;1;1;0;1;3;11;8.6;14/04/2024
Trae Young;ATL;IND;L;31.92;4;9;0.444;1;4;0.25;3;3;1.0;1;2;3;12;0;0;8;1;12;8.6;14/04/2024
Jalen Green;HOU;LAC;W;22.67;5;14;0.357;3;10;0.3;0;0;0.0;1;5;6;3;0;0;1;0;13;8.5;14/04/2024
Kenneth Lofton;UTA;GSW;L;15.9;3;5;0.6;1;2;0.5;0;0;0.0;0;1;1;6;0;1;1;1;7;8.5;14/04/2024
Tre Mann;CHO;CLE;W;24.23;4;11;0.364;3;6;0.5;0;0;0.0;0;4;4;6;1;0;2;2;11;8.5;14/04/2024
Aaron Nesmith;IND;ATL;W;19.82;3;3;1.0;1;1;1.0;1;1;1.0;0;3;3;1;1;0;0;3;8;8.5;14/04/2024
Cameron Payne;PHI;BRK;W;23.17;4;9;0.444;2;7;0.286;0;0;0.0;1;1;2;3;1;0;1;0;10;8.4;14/04/2024
Trey Lyles;SAC;POR;W;18.77;1;4;0.25;1;2;0.5;2;2;1.0;3;5;8;3;0;0;0;0;5;8.3;14/04/2024
Micah Potter;UTA;GSW;L;21.35;4;7;0.571;2;3;0.667;0;2;0.0;2;6;8;1;0;2;1;5;10;8.2;14/04/2024
Garrett Temple;TOR;MIA;L;24.75;1;8;0.125;1;5;0.2;6;6;1.0;2;1;3;7;0;0;1;3;9;8.2;14/04/2024
Miles McBride;NYK;CHI;W;14.27;3;4;0.75;1;2;0.5;0;0;0.0;1;1;2;3;0;0;0;1;7;8.1;14/04/2024
Jalen Williams;OKC;DAL;W;13.25;4;6;0.667;1;2;0.5;0;0;0.0;0;0;0;3;0;0;0;1;9;8.1;14/04/2024
Josh Giddey;OKC;DAL;W;19.5;3;8;0.375;1;4;0.25;1;1;1.0;2;4;6;8;0;0;3;2;8;8.0;14/04/2024
Isaiah Mobley;CLE;CHO;L;16.23;5;9;0.556;1;3;0.333;0;1;0.0;2;1;3;0;1;0;1;0;11;8.0;14/04/2024
Ben Sheppard;IND;ATL;W;25.5;3;6;0.5;1;3;0.333;0;0;0.0;2;2;4;2;1;0;0;1;7;8.0;14/04/2024
Olivier-Maxence Prosper;DAL;OKC;L;37.3;5;14;0.357;2;6;0.333;3;5;0.6;3;5;8;1;0;0;2;2;15;7.9;14/04/2024
Rayan Rupert;POR;SAC;L;40.27;4;12;0.333;2;7;0.286;1;2;0.5;3;3;6;5;0;0;2;1;11;7.9;14/04/2024
Jarace Walker;IND;ATL;W;10.13;3;5;0.6;2;3;0.667;0;0;0.0;0;5;5;1;1;0;1;0;8;7.9;14/04/2024
Kevin Durant;PHO;MIN;W;37.58;6;14;0.429;1;3;0.333;2;2;1.0;2;2;4;1;2;1;4;3;15;7.8;14/04/2024
Jaylin Williams;OKC;DAL;W;12.05;2;2;1.0;1;1;1.0;0;0;0.0;0;7;7;1;1;0;0;1;5;7.8;14/04/2024
JaVale McGee;SAC;POR;W;7.87;4;7;0.571;0;1;0.0;1;2;0.5;3;4;7;2;0;0;2;1;9;7.6;14/04/2024
Davion Mitchell;SAC;POR;W;21.68;4;11;0.364;3;5;0.6;0;0;0.0;1;3;4;3;0;0;1;0;11;7.6;14/04/2024
Jaden Springer;BOS;WAS;W;20.03;2;4;0.5;1;2;0.5;2;2;1.0;0;2;2;0;3;1;1;2;7;7.5;14/04/2024
Moses Brown;POR;SAC;L;15.12;4;7;0.571;0;0;0.0;1;2;0.5;2;5;7;0;2;0;2;2;9;7.4;14/04/2024
Gradey Dick;TOR;MIA;L;29.02;5;13;0.385;1;5;0.2;3;4;0.75;0;2;2;1;2;0;2;1;14;7.4;14/04/2024
Moritz Wagner;ORL;MIL;W;12.73;5;6;0.833;0;0;0.0;0;0;0.0;0;1;1;1;0;0;1;1;10;7.4;14/04/2024
Javonte Green;CHI;NYK;L;37.78;5;14;0.357;1;6;0.167;0;0;0.0;4;4;8;1;2;0;1;4;11;7.3;14/04/2024
Moses Moody;GSW;UTA;W;16.95;3;8;0.375;1;4;0.25;2;2;1.0;0;1;1;2;2;0;1;0;9;7.3;14/04/2024
Keegan Murray;SAC;POR;W;27.28;4;12;0.333;2;7;0.286;2;2;1.0;1;4;5;1;1;1;1;3;12;7.3;14/04/2024
Kenrich Williams;OKC;DAL;W;20.5;4;9;0.444;1;2;0.5;0;0;0.0;0;7;7;7;0;0;4;0;9;7.3;14/04/2024
Mason Plumlee;LAC;HOU;L;23.9;3;13;0.231;0;3;0.0;3;4;0.75;4;9;13;4;1;2;3;3;9;7.2;14/04/2024
Wendell Carter;ORL;MIL;W;14.28;3;3;1.0;1;1;1.0;0;0;0.0;2;0;2;0;0;0;0;1;7;7.1;14/04/2024
Xavier Tillman;BOS;WAS;W;5.78;4;4;1.0;1;1;1.0;0;1;0.0;1;0;1;0;0;0;1;0;9;7.1;14/04/2024
Brandon Boston;LAC;HOU;L;30.88;5;16;0.313;2;6;0.333;3;4;0.75;2;4;6;3;4;0;6;3;15;6.9;14/04/2024
Lester Quinones;GSW;UTA;W;17.28;5;11;0.455;2;7;0.286;0;0;0.0;1;0;1;3;0;0;1;3;12;6.9;14/04/2024
Jalen Wilson;BRK;PHI;L;32.25;4;13;0.308;1;5;0.2;0;0;0.0;2;7;9;1;1;2;0;3;9;6.9;14/04/2024
Gordon Hayward;OKC;DAL;W;21.7;4;6;0.667;0;1;0.0;2;3;0.667;0;4;4;2;0;0;2;2;10;6.8;14/04/2024
A.J. Lawson;DAL;OKC;L;23.53;5;13;0.385;0;5;0.0;2;2;1.0;1;4;5;2;0;0;1;1;12;6.8;14/04/2024
Brook Lopez;MIL;ORL;L;28.45;4;9;0.444;1;3;0.333;2;2;1.0;2;1;3;0;0;2;1;4;11;6.8;14/04/2024
Jose Alvarado;NOP;LAL;L;20.92;4;7;0.571;2;5;0.4;0;0;0.0;0;1;1;1;1;0;2;0;10;6.7;14/04/2024
Devonte' Graham;SAS;DET;W;18.72;4;8;0.5;4;7;0.571;0;0;0.0;0;1;1;2;0;0;3;0;12;6.7;14/04/2024
Caleb Houstan;ORL;MIL;W;5.27;1;1;1.0;1;1;1.0;2;2;1.0;0;0;0;0;1;1;0;0;5;6.4;14/04/2024
Kris Murray;POR;SAC;L;43.58;3;15;0.2;1;7;0.143;2;2;1.0;7;11;18;0;1;1;2;3;9;6.4;14/04/2024
Mohamed Bamba;PHI;BRK;W;18.43;2;3;0.667;0;1;0.0;0;0;0.0;2;4;6;0;0;2;0;1;4;6.3;14/04/2024
Kelly Olynyk;TOR;MIA;L;22.25;5;9;0.556;1;3;0.333;0;0;0.0;1;7;8;2;1;0;4;4;11;6.3;14/04/2024
Jordan Goodwin;MEM;DEN;L;36.5;3;13;0.231;0;3;0.0;2;4;0.5;2;6;8;3;3;0;1;1;8;6.2;14/04/2024
Johnny Juzang;UTA;GSW;L;19.15;2;5;0.4;2;4;0.5;2;4;0.5;0;1;1;2;0;0;0;0;8;6.2;14/04/2024
Markieff Morris;DAL;OKC;L;23.68;2;7;0.286;2;4;0.5;2;2;1.0;0;5;5;3;0;1;2;0;8;6.2;14/04/2024
Dalen Terry;CHI;NYK;L;24.45;3;7;0.429;0;2;0.0;0;1;0.0;3;4;7;1;1;2;1;3;6;6.1;14/04/2024
Zavier Simpson;MEM;DEN;L;22.65;4;8;0.5;0;1;0.0;0;0;0.0;0;1;1;3;0;0;0;1;8;6.0;14/04/2024
Ochai Agbaji;TOR;MIA;L;32.75;4;11;0.364;0;3;0.0;2;3;0.667;4;2;6;2;2;1;4;3;10;5.8;14/04/2024
TyTy Washington;MIL;ORL;L;7.15;3;4;0.75;0;0;0.0;0;0;0.0;0;0;0;2;0;0;0;0;6;5.8;14/04/2024
Bismack Biyombo;OKC;DAL;W;18.13;2;4;0.5;0;0;0.0;2;4;0.5;1;5;6;0;0;1;0;1;6;5.7;14/04/2024
Trayce Jackson-Davis;GSW;UTA;W;20.83;4;4;1.0;0;0;0.0;0;1;0.0;0;0;0;1;0;0;1;1;8;5.7;14/04/2024
MarJon Beauchamp;MIL;ORL;L;7.15;3;5;0.6;1;1;1.0;0;0;0.0;0;1;1;0;1;0;0;1;7;5.6;14/04/2024
Jaden Ivey;DET;SAS;L;27.07;5;13;0.385;1;6;0.167;2;2;1.0;0;1;1;2;0;0;2;0;13;5.6;14/04/2024
Josh Okogie;PHO;MIN;W;4.57;2;3;0.667;1;1;1.0;0;0;0.0;1;0;1;0;1;0;0;0;5;5.4;14/04/2024
Jerome Robinson;GSW;UTA;W;5.42;2;2;1.0;0;0;0.0;1;1;1.0;0;0;0;0;1;0;0;0;5;5.4;14/04/2024
Taurean Prince;LAL;NOP;W;20.2;3;6;0.5;1;1;1.0;2;2;1.0;0;1;1;0;1;0;2;0;9;5.3;14/04/2024
Obi Toppin;IND;ATL;W;12.45;2;6;0.333;1;4;0.25;2;2;1.0;1;1;2;3;1;0;2;1;7;5.3;14/04/2024
Dwight Powell;DAL;OKC;L;26.98;1;2;0.5;0;1;0.0;0;0;0.0;4;4;8;1;1;1;1;3;2;5.2;14/04/2024
Jalen Suggs;ORL;MIL;W;27.93;1;3;0.333;0;2;0.0;2;2;1.0;0;2;2;4;1;1;1;3;4;5.2;14/04/2024
Zeke Nnaji;DEN;MEM;W;17.22;3;5;0.6;0;0;0.0;0;0;0.0;1;3;4;0;1;0;0;3;6;5.1;14/04/2024
OG Anunoby;NYK;CHI;W;42.73;4;10;0.4;2;4;0.5;1;3;0.333;2;3;5;4;2;1;6;4;11;5.0;14/04/2024
Spencer Dinwiddie;LAL;NOP;W;13.77;2;4;0.5;1;2;0.5;2;2;1.0;0;1;1;1;0;0;1;0;7;5.0;14/04/2024
Joe Ingles;ORL;MIL;W;16.82;1;1;1.0;1;1;1.0;0;0;0.0;0;3;3;2;1;0;1;0;3;5.0;14/04/2024
Garrison Mathews;ATL;IND;L;21.0;2;5;0.4;2;5;0.4;0;0;0.0;0;0;0;0;1;1;0;0;6;5.0;14/04/2024
Kevon Looney;GSW;UTA;W;15.17;2;4;0.5;0;0;0.0;0;0;0.0;1;1;2;2;0;1;0;1;4;4.7;14/04/2024
Aleksej Pokusevski;CHO;CLE;W;19.35;3;7;0.429;1;3;0.333;1;2;0.5;0;5;5;3;1;0;3;2;8;4.7;14/04/2024
Nate Hinton;HOU;LAC;W;13.98;1;3;0.333;0;2;0.0;0;0;0.0;1;4;5;4;0;0;0;1;2;4.6;14/04/2024
Craig Porter;CLE;CHO;L;9.5;1;2;0.5;0;0;0.0;0;0;0.0;0;3;3;2;1;1;0;1;2;4.6;14/04/2024
Mikal Bridges;BRK;PHI;L;24.83;3;8;0.375;2;5;0.4;0;0;0.0;0;2;2;1;0;0;0;1;8;4.5;14/04/2024
Jonathan Kuminga;GSW;UTA;W;23.23;0;4;0.0;0;0;0.0;0;0;0.0;0;0;0;7;2;1;0;1;0;4.4;14/04/2024
Jeff Green;HOU;LAC;W;12.47;3;6;0.5;1;2;0.5;0;0;0.0;1;1;2;0;0;1;1;1;7;4.3;14/04/2024
Jamaree Bouyea;SAS;DET;W;22.47;2;4;0.5;1;1;1.0;0;0;0.0;1;7;8;2;0;0;1;5;5;4.2;14/04/2024
Deni Avdija;WAS;BOS;L;30.72;3;11;0.273;1;5;0.2;2;2;1.0;0;3;3;2;0;1;1;1;9;4.1;14/04/2024
Reggie Jackson;DEN;MEM;W;23.73;3;9;0.333;2;6;0.333;3;3;1.0;0;0;0;2;0;0;2;3;11;4.1;14/04/2024
Kyle Lowry;PHI;BRK;W;23.2;0;2;0.0;0;2;0.0;0;0;0.0;0;4;4;8;1;0;2;1;0;4.0;14/04/2024
Luka Samanic;UTA;GSW;L;28.95;5;11;0.455;0;5;0.0;4;4;1.0;1;4;5;2;1;0;7;4;14;4.0;14/04/2024
Dalano Banton;POR;SAC;L;38.95;6;26;0.231;0;15;0.0;5;6;0.833;0;3;3;7;3;0;5;2;17;3.8;14/04/2024
Justin Minaya;POR;SAC;L;37.55;3;10;0.3;1;6;0.167;1;1;1.0;6;0;6;2;0;0;2;5;8;3.8;14/04/2024
Kyle Anderson;MIN;PHO;L;17.72;2;5;0.4;0;0;0.0;0;0;0.0;0;1;1;4;1;0;1;2;4;3.6;14/04/2024
Precious Achiuwa;NYK;CHI;W;18.5;2;3;0.667;0;0;0.0;0;0;0.0;1;4;5;2;0;1;2;3;4;3.5;14/04/2024
Malik Williams;TOR;MIA;L;11.1;3;7;0.429;0;1;0.0;0;0;0.0;2;2;4;0;0;0;0;2;6;3.5;14/04/2024
Nikola Jović;MIA;TOR;W;15.95;1;4;0.25;1;4;0.25;0;0;0.0;0;3;3;1;2;0;0;2;3;3.4;14/04/2024
Chris Paul;GSW;UTA;W;22.68;3;10;0.3;0;3;0.0;0;0;0.0;0;4;4;6;0;0;1;3;6;3.4;14/04/2024
Pat Spencer;GSW;UTA;W;15.15;1;3;0.333;0;2;0.0;0;0;0.0;2;2;4;3;0;0;1;0;2;3.4;14/04/2024
Jeff Dowtin;PHI;BRK;W;7.57;1;2;0.5;0;1;0.0;0;0;0.0;0;2;2;1;1;0;0;0;2;3.3;14/04/2024
Naz Reid;MIN;PHO;L;20.23;4;8;0.5;2;5;0.4;0;0;0.0;0;4;4;1;1;0;4;4;10;3.3;14/04/2024
Luguentz Dort;OKC;DAL;W;12.12;2;6;0.333;1;4;0.25;0;0;0.0;0;2;2;2;0;0;0;1;5;3.2;14/04/2024
Tristan Thompson;CLE;CHO;L;11.88;3;7;0.429;0;0;0.0;0;2;0.0;2;1;3;0;0;0;0;0;6;3.2;14/04/2024
Nickeil Alexander-Walker;MIN;PHO;L;17.72;1;4;0.25;1;3;0.333;0;0;0.0;0;0;0;2;1;0;0;0;3;3.0;14/04/2024
Anthony Black;ORL;MIL;W;5.27;2;3;0.667;1;2;0.5;0;0;0.0;0;1;1;0;0;0;1;0;5;3.0;14/04/2024
Vit Krejci;ATL;IND;L;21.73;0;2;0.0;0;2;0.0;0;0;0.0;2;3;5;5;0;0;1;1;0;3.0;14/04/2024
Johnny Davis;WAS;BOS;L;26.58;3;5;0.6;0;0;0.0;0;0;0.0;0;1;1;2;2;0;3;4;6;2.8;14/04/2024
Evan Fournier;DET;SAS;L;16.7;3;8;0.375;0;3;0.0;0;1;0.0;0;1;1;1;1;0;0;1;6;2.8;14/04/2024
Aaron Holiday;HOU;LAC;W;16.73;4;10;0.4;1;3;0.333;0;0;0.0;0;2;2;2;1;0;3;2;9;2.8;14/04/2024
Thanasis Antetokounmpo;MIL;ORL;L;7.15;1;2;0.5;0;0;0.0;0;0;0.0;0;0;0;1;1;0;0;0;2;2.7;14/04/2024
Nassir Little;PHO;MIN;W;4.57;2;3;0.667;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;0;4;2.7;14/04/2024
Jalen McDaniels;TOR;MIA;L;23.2;2;7;0.286;1;2;0.5;2;2;1.0;0;2;2;2;1;0;2;3;7;2.7;14/04/2024
Vasilije Micic;CHO;CLE;W;9.5;1;4;0.25;1;3;0.333;0;0;0.0;0;1;1;4;0;0;1;0;3;2.7;14/04/2024
Patrick Beverley;MIL;ORL;L;26.27;1;3;0.333;0;1;0.0;0;0;0.0;2;3;5;2;1;0;2;1;2;2.6;14/04/2024
Damian Jones;CLE;CHO;L;12.0;2;4;0.5;1;2;0.5;0;0;0.0;0;0;0;0;0;0;0;1;5;2.6;14/04/2024
Braxton Key;DEN;MEM;W;1.38;0;0;0.0;0;0;0.0;2;2;1.0;0;2;2;0;0;0;0;0;2;2.6;14/04/2024
Jordan McLaughlin;MIN;PHO;L;8.27;2;2;1.0;0;0;0.0;1;2;0.5;0;0;0;0;0;0;1;1;5;2.6;14/04/2024
Wendell Moore;MIN;PHO;L;4.57;2;2;1.0;0;0;0.0;0;0;0.0;0;2;2;0;0;0;1;1;4;2.6;14/04/2024
Kelly Oubre;PHI;BRK;W;23.97;3;10;0.3;1;4;0.25;1;2;0.5;0;5;5;0;0;1;1;1;8;2.6;14/04/2024
Karl-Anthony Towns;MIN;PHO;L;29.2;3;8;0.375;1;4;0.25;3;4;0.75;2;4;6;2;0;0;5;4;10;2.6;14/04/2024
Nicolas Batum;PHI;BRK;W;20.27;0;3;0.0;0;2;0.0;0;0;0.0;1;4;5;5;0;0;0;2;0;2.5;14/04/2024
Usman Garuba;GSW;UTA;W;5.42;0;1;0.0;0;0;0.0;1;2;0.5;0;4;4;0;0;2;0;0;1;2.5;14/04/2024
Nic Claxton;BRK;PHI;L;20.28;3;6;0.5;0;0;0.0;0;0;0.0;1;7;8;1;0;0;3;3;6;2.3;14/04/2024
Trent Forrest;ATL;IND;L;6.05;0;0;0.0;0;0;0.0;0;0;0.0;0;3;3;2;0;0;0;0;0;2.3;14/04/2024
Malik Beasley;MIL;ORL;L;20.38;2;6;0.333;0;4;0.0;0;0;0.0;0;2;2;0;1;0;0;0;4;2.2;14/04/2024
Haywood Highsmith;MIA;TOR;W;24.33;2;5;0.4;1;4;0.25;0;0;0.0;1;2;3;1;1;0;2;3;5;2.1;14/04/2024
Alex Len;SAC;POR;W;13.0;0;1;0.0;0;0;0.0;2;4;0.5;1;1;2;1;0;1;0;2;2;2.1;14/04/2024
Darius Bazley;UTA;GSW;L;6.82;1;1;1.0;0;0;0.0;0;0;0.0;0;0;0;0;0;1;0;1;2;2.0;14/04/2024
Isaiah Joe;OKC;DAL;W;10.18;1;3;0.333;0;2;0.0;0;0;0.0;1;1;2;1;1;0;1;0;2;2.0;14/04/2024
Leonard Miller;MIN;PHO;L;4.57;1;3;0.333;0;1;0.0;0;0;0.0;2;1;3;0;0;0;0;0;2;2.0;14/04/2024
